State,Crop,Season,Year,Area,Production,Yield,Average yield
Punjab,Rapeseed &Mustard,Rabi,2016,31700,44800,32.14,18.26
Punjab,Rapeseed &Mustard,Rabi,2017,30500,45700,32.32,18.26
Punjab,Rapeseed &Mustard,Rabi,2018,30500,46500,32.48,18.26
Punjab,Rapeseed &Mustard,Rabi,2019,28400,42600,33.22,18.26
Punjab,Rice,Kharif,1997,2281000,7904000,59.1,35.7
Punjab,Rice,Kharif,1998,2519000,7940000,52.69,35.7
Punjab,Rice,Kharif,1999,2604000,8716000,56.65,35.7
Punjab,Rice,Kharif,2000,2611000,9154000,59.53,35.7
Punjab,Rice,Kharif,2001,2487000,8816000,59.79,35.7
Punjab,Rice,Kharif,2002,2530000,8880000,58.46,35.7
Punjab,Rice,Kharif,2003,2614000,9656000,62.53,35.7
Punjab,Rice,Kharif,2004,2800000,10437000,64.41,35.7
Punjab,Rice,Kharif,2005,2642000,10193000,64.95,35.7
Punjab,Rice,Kharif,2006,2621000,10138000,71.25,39.9
Punjab,Rice,Kharif,2007,2610000,10489000,79.36,42
Punjab,Rice,Kharif,2008,2735000,11000000,79.71,42
Punjab,Rice,Kharif,2009,2802000,11236000,79.55,42
Punjab,Rice,Kharif,2010,2831000,10837000,76.68,42
Punjab,Rice,Kharif,2011,2818000,10542000,74.99,42
Punjab,Rice,Kharif,2012,2849000,11390000,86.32,46.2
Punjab,Rice,Kharif,2013,2851000,11267000,84.35,46.2
Punjab,Rice,Kharif,2014,2894000,11107000,82.02,46.2
Punjab,Rice,Kharif,2015,2975000,11823000,86.31,46.2
Punjab,Rice,Kharif,2016,3046000,12638000,89.47,46.2
Punjab,Rice,Kharif,2017,3065000,13382000,93.56,46.2
Punjab,Rice,Kharif,2018,3103000,12822000,88.26,46.2
Punjab,Rice,Kharif,2019,3142000,12675000,86.48,46.2
Punjab,Sesamum,Kharif,1997,14300,4500,4.47,5.1
Punjab,Sesamum,Kharif,1998,12100,4200,2.74,4.08
Punjab,Sesamum,Kharif,1999,15100,5200,2.55,5.1
Punjab,Sesamum,Kharif,2000,19200,7660,3.95,7.14
Punjab,Sesamum,Kharif,2001,20500,8000,7.13,7.14
Punjab,Sesamum,Kharif,2002,17300,4900,3.51,7.14
Punjab,Sesamum,Kharif,2003,10600,3600,3.23,6.12
Punjab,Sesamum,Kharif,2004,10100,4100,4.17,5.61
Punjab,Sesamum,Kharif,2005,11300,4000,5.62,6.12
Punjab,Sesamum,Kharif,2006,9300,3200,2.88,4.59
Punjab,Sesamum,Kharif,2007,8100,2700,4.32,5.1
Punjab,Sesamum,Kharif,2008,8000,2800,3.33,4.59
Punjab,Sesamum,Kharif,2009,6600,2600,2.7,3.57
Punjab,Sesamum,Kharif,2010,5700,2300,2.93,3.57
Punjab,Sesamum,Kharif,2011,4700,1600,3.11,3.57
Punjab,Sesamum,Kharif,2012,5300,1900,2.93,4.08
Punjab,Sesamum,Kharif,2013,3800,1400,2.39,3.06
Punjab,Sesamum,Kharif,2014,4500,1400,2.16,3.06
Punjab,Sesamum,Kharif,2015,4700,1550,3.88,5.61
Punjab,Sesamum,Kharif,2016,2500,1100,3.08,3.06
Punjab,Sesamum,Kharif,2017,2100,900,2.63,2.55
Punjab,Sesamum,Kharif,2018,2800,800,2.73,3.57
Punjab,Sesamum,Kharif,2019,2400,1000,3.19,3.06
Punjab,Sugarcane,Whole Year,1997,126000,7150000,928.75,895.52
Punjab,Sugarcane,Whole Year,1998,103000,6130000,910.47,839.55
Punjab,Sugarcane,Whole Year,1999,108000,6770000,940.09,839.55
Punjab,Sugarcane,Whole Year,2000,121000,7770000,1047.13,895.52
Punjab,Sugarcane,Whole Year,2001,142000,9250000,1153.82,951.49
Punjab,Sugarcane,Whole Year,2002,153000,9110000,1000.49,951.49
Punjab,Sugarcane,Whole Year,2003,123000,6620000,875.52,895.52
Punjab,Sugarcane,Whole Year,2004,86000,5170000,914.49,839.55
Punjab,Sugarcane,Whole Year,2005,85000,5241000,903.35,783.58
Punjab,Sugarcane,Whole Year,2009,60000,370000,83.16,727.61
Punjab,Sugarcane,Whole Year,2011,80000,5653000,1067.6,839.55
Punjab,Sugarcane,Whole Year,2012,82000,5832000,1160.9,895.52
Punjab,Sugarcane,Whole Year,2013,89000,6675000,1243.41,895.52
Punjab,Sugarcane,Whole Year,2014,94000,7039000,1161.19,839.55
Punjab,Sugarcane,Whole Year,2015,90000,6607000,1156.29,839.55
Punjab,Sugarcane,Whole Year,2016,88000,7152000,1255.4,839.55
Punjab,Sugarcane,Whole Year,2017,96000,8024000,1349.96,895.52
Punjab,Sugarcane,Whole Year,2018,95000,7774000,1218.55,839.55
Punjab,Sugarcane,Whole Year,2019,91000,7302000,1387.32,951.49
Punjab,Sunflower,Rabi,2003,20000,34000,14.31,7.76
Punjab,Sunflower,Rabi,2012,12600,23700,19.29,9.7
Punjab,Sunflower,Rabi,2016,5800,9600,12.76,7.76
Punjab,Sunflower,Rabi,2017,6100,11600,13.23,6.79
Punjab,Sunflower,Rabi,2018,5000,9700,7.55,3.88
Punjab,Sunflower,Rabi,2019,4300,8000,9.36,4.85
Punjab,Urad,Kharif,1997,4700,1900,2.68,3.3
Punjab,Urad,Kharif,1998,4100,2000,2.48,2.75
Punjab,Urad,Kharif,1999,3600,1710,2.01,2.75
Punjab,Urad,Kharif,2002,3900,1900,3.56,3.3
Punjab,Urad,Kharif,2003,5200,2200,4.49,3.85
Punjab,Urad,Kharif,2004,3400,1800,3.8,3.3
Punjab,Urad,Kharif,2005,2800,1500,4,3.3
Punjab,Urad,Kharif,2006,3200,1400,2.11,2.75
Punjab,Urad,Kharif,2007,3400,1600,2.92,2.75
Punjab,Urad,Kharif,2008,2700,1400,3.44,2.75
Punjab,Urad,Kharif,2009,2600,1400,2.94,2.2
Punjab,Urad,Kharif,2010,2800,1600,3.67,2.75
Punjab,Urad,Kharif,2011,2800,1100,1.95,2.2
Punjab,Urad,Kharif,2012,2400,1200,2.92,2.75
Punjab,Urad,Kharif,2013,2200,1050,2.32,2.75
Punjab,Urad,Kharif,2014,2200,1210,3.14,3.3
Punjab,Urad,Kharif,2015,2000,1080,3.07,2.75
Punjab,Urad,Kharif,2016,2100,1100,3.42,2.75
Punjab,Urad,Kharif,2017,1600,900,2.95,2.2
Punjab,Urad,Kharif,2018,2000,1100,2.8,2.2
Punjab,Urad,Kharif,2019,2000,1200,4.09,2.75
Punjab,Wheat,Rabi,1997,3300000,12715000,64.28,37.91
Punjab,Wheat,Rabi,1998,3338000,14460000,73.08,37.91
Punjab,Wheat,Rabi,1999,3388000,15910000,79.08,37.91
Punjab,Wheat,Rabi,2000,3408000,15551000,76.56,37.91
Punjab,Wheat,Rabi,2001,3420000,15499000,76.28,37.91
Punjab,Wheat,Rabi,2002,3375000,14175000,70.21,37.91
Punjab,Wheat,Rabi,2003,3444000,14489000,70.83,37.91
Punjab,Wheat,Rabi,2004,3482000,14698000,71.04,37.91
Punjab,Wheat,Rabi,2005,3468000,14493000,70.47,37.91
Punjab,Wheat,Rabi,2006,3467000,14596000,78.82,42.37
Punjab,Wheat,Rabi,2007,3488000,15720000,89.55,44.6
Punjab,Wheat,Rabi,2008,3466000,15733000,90.07,44.6
Punjab,Wheat,Rabi,2009,3522000,15169000,86.41,44.6
Punjab,Wheat,Rabi,2010,3510000,16472000,92.97,44.6
Punjab,Wheat,Rabi,2011,3528000,17982000,101.35,44.6
Punjab,Wheat,Rabi,2012,3517000,16614000,102.9,49.06
Punjab,Wheat,Rabi,2013,3512000,17620000,108.61,49.06
Punjab,Wheat,Rabi,2014,3505000,15050000,91.83,49.06
Punjab,Wheat,Rabi,2015,3508000,16077000,100.15,49.06
Punjab,Wheat,Rabi,2016,3495000,17636000,109.45,49.06
Punjab,Wheat,Rabi,2017,3512000,17830000,110.29,49.06
Punjab,Wheat,Rabi,2018,3520000,18262000,111.51,49.06
Punjab,Wheat,Rabi,2019,3521000,17619000,107.63,49.06
Punjab,other oilseeds,Rabi,2019,2600,3300,6.95,7.85
Rajasthan,Arhar/Tur,Kharif,1997,45500,36000,15.62,17.6
Rajasthan,Arhar/Tur,Kharif,1998,25204,33263,33.64,22.88
Rajasthan,Arhar/Tur,Kharif,1999,25602,15702,14.26,21.12
Rajasthan,Arhar/Tur,Kharif,2000,24715,9560,8.81,16.72
Rajasthan,Arhar/Tur,Kharif,2001,23756,13705,16.48,22
Rajasthan,Arhar/Tur,Kharif,2002,16390,3894,3.33,16.72
Rajasthan,Arhar/Tur,Kharif,2003,19517,15868,18.79,22.88
Rajasthan,Arhar/Tur,Kharif,2004,16901,12651,16.03,18.48
Rajasthan,Arhar/Tur,Kharif,2005,20384,13241,15.57,19.36
Rajasthan,Arhar/Tur,Kharif,2006,18555,9287,18.88,20.24
Rajasthan,Arhar/Tur,Kharif,2007,17689,15530,22.06,21.12
Rajasthan,Arhar/Tur,Kharif,2008,19329,14880,19.67,21.12
Rajasthan,Arhar/Tur,Kharif,2009,17983,6977,11.36,18.48
Rajasthan,Arhar/Tur,Kharif,2010,21408,16237,19.9,22
Rajasthan,Arhar/Tur,Kharif,2011,19013,12741,23.7,19.36
Rajasthan,Arhar/Tur,Kharif,2012,16818,14790,23.89,22
Rajasthan,Arhar/Tur,Kharif,2013,14430,9417,15.45,16.72
Rajasthan,Arhar/Tur,Kharif,2014,13172,9688,15.68,15.84
Rajasthan,Arhar/Tur,Kharif,2015,12197,6681,15.27,18.48
Rajasthan,Arhar/Tur,Kharif,2016,17859,19426,23.38,22
Rajasthan,Arhar/Tur,Kharif,2017,12394,12663,21.84,20.24
Rajasthan,Arhar/Tur,Kharif,2018,9664,9096,19.88,17.6
Rajasthan,Arhar/Tur,Kharif,2019,8858,5196,16.22,17.6
Rajasthan,Bajra,Kharif,1997,4600000,2509800,18.63,33.54
Rajasthan,Bajra,Kharif,1998,4183531,1800328,17.41,39.99
Rajasthan,Bajra,Kharif,1999,3945217,1300764,14.45,41.28
Rajasthan,Bajra,Kharif,2000,4636922,2046659,17.06,41.28
Rajasthan,Bajra,Kharif,2001,5129949,3819783,27.16,41.28
Rajasthan,Bajra,Kharif,2002,3151957,717945,9.28,39.99
Rajasthan,Bajra,Kharif,2003,5868008,6669825,40.06,41.28
Rajasthan,Bajra,Kharif,2004,4486366,3011054,25.99,39.99
Rajasthan,Bajra,Kharif,2005,4993678,2168332,18.29,41.28
Rajasthan,Bajra,Kharif,2006,4910409,3440400,29.21,41.28
Rajasthan,Bajra,Kharif,2007,5108580,4240852,33.42,41.28
Rajasthan,Bajra,Kharif,2008,5206162,4293938,34.56,42.57
Rajasthan,Bajra,Kharif,2009,5223564,2034875,18.72,42.57
Rajasthan,Bajra,Kharif,2010,5519448,6117800,39.93,42.57
Rajasthan,Bajra,Kharif,2011,5027993,6301761,44.05,42.57
Rajasthan,Bajra,Kharif,2012,3988912,3870673,38.03,42.57
Rajasthan,Bajra,Kharif,2013,4446951,4135030,34.71,42.57
Rajasthan,Bajra,Kharif,2014,4108156,4464964,38.71,42.57
Rajasthan,Bajra,Kharif,2015,4076396,3220848,30.61,42.57
Rajasthan,Bajra,Kharif,2016,4177735,4163942,36.67,42.57
Rajasthan,Bajra,Kharif,2017,4264301,3756813,33.41,42.57
Rajasthan,Bajra,Kharif,2018,4239143,3779431,35.75,42.57
Rajasthan,Bajra,Kharif,2019,4287169,5086651,40.98,42.57
Rajasthan,Banana,Whole Year,2002,4,0,0,90
Rajasthan,Banana,Whole Year,2003,8,0,0,120
Rajasthan,Banana,Whole Year,2016,32,287,77.53,270
Rajasthan,Banana,Whole Year,2017,33,657,193.69,300
Rajasthan,Barley,Rabi,1997,262600,502300,58.65,60.14
Rajasthan,Barley,Rabi,1998,215787,426352,62.48,62.08
Rajasthan,Barley,Rabi,1999,180861,365249,61.74,62.08
Rajasthan,Barley,Rabi,2000,225128,408688,55.49,62.08
Rajasthan,Barley,Rabi,2001,173664,446645,76.2,62.08
Rajasthan,Barley,Rabi,2002,191945,447087,66.97,62.08
Rajasthan,Barley,Rabi,2003,181815,408791,70.57,62.08
Rajasthan,Barley,Rabi,2004,175414,416445,69.68,62.08
Rajasthan,Barley,Rabi,2005,201626,457997,69.2,62.08
Rajasthan,Barley,Rabi,2006,232269,591582,76.89,62.08
Rajasthan,Barley,Rabi,2007,249165,538982,66.14,62.08
Rajasthan,Barley,Rabi,2008,286950,878382,89.64,64.02
Rajasthan,Barley,Rabi,2009,223440,619766,84.08,64.02
Rajasthan,Barley,Rabi,2010,327991,934651,88.93,64.02
Rajasthan,Barley,Rabi,2011,278016,789201,91.06,64.02
Rajasthan,Barley,Rabi,2012,307911,957824,95.47,64.02
Rajasthan,Barley,Rabi,2013,309281,942032,96.67,64.02
Rajasthan,Barley,Rabi,2014,343302,962392,87.99,64.02
Rajasthan,Barley,Rabi,2015,256029,766379,93.93,64.02
Rajasthan,Barley,Rabi,2016,275942,909695,105.1,64.02
Rajasthan,Barley,Rabi,2017,274000,910718,105.27,64.02
Rajasthan,Barley,Rabi,2018,225886,812591,111.01,64.02
Rajasthan,Barley,Rabi,2019,301244,1062536,112.44,64.02
Rajasthan,Castor seed,Kharif,1997,36600,47200,6.45,5.32
Rajasthan,Castor seed,Kharif,1998,39749,55109,32.7,18.24
Rajasthan,Castor seed,Kharif,1999,78856,39776,15.44,15.96
Rajasthan,Castor seed,Kharif,2000,121160,46005,14.33,18.24
Rajasthan,Castor seed,Kharif,2001,45999,66087,23.11,20.52
Rajasthan,Castor seed,Kharif,2002,26080,21916,9,13.68
Rajasthan,Castor seed,Kharif,2003,63631,89846,23.38,19
Rajasthan,Castor seed,Kharif,2004,109717,103782,20.08,19
Rajasthan,Castor seed,Kharif,2005,127777,101409,19.71,19
Rajasthan,Castor seed,Kharif,2006,91817,100646,25.64,18.24
Rajasthan,Castor seed,Kharif,2007,126329,186578,19,15.96
Rajasthan,Castor seed,Kharif,2008,147316,193884,18.14,16.72
Rajasthan,Castor seed,Kharif,2009,130878,86163,14.19,17.48
Rajasthan,Castor seed,Kharif,2010,166746,241244,18.92,17.48
Rajasthan,Castor seed,Kharif,2011,291262,430463,22.85,20.52
Rajasthan,Castor seed,Kharif,2012,222986,341084,26.53,20.52
Rajasthan,Castor seed,Kharif,2013,195265,286144,24.82,16.72
Rajasthan,Castor seed,Kharif,2014,226336,335111,27.92,18.24
Rajasthan,Castor seed,Kharif,2015,191421,269857,27.41,17.48
Rajasthan,Castor seed,Kharif,2016,142462,190693,25.45,16.72
Rajasthan,Castor seed,Kharif,2017,142461,167858,24.19,16.72
Rajasthan,Castor seed,Kharif,2018,140570,207584,26.46,17.48
Rajasthan,Castor seed,Kharif,2019,204313,291696,21.84,17.48
Rajasthan,Coriander,Whole Year,1998,198163,179613,26.88,20.7
Rajasthan,Coriander,Whole Year,1999,124166,127755,19.09,17.25
Rajasthan,Coriander,Whole Year,2000,145235,166410,22.07,18.63
Rajasthan,Coriander,Whole Year,2001,204654,233997,22.49,19.32
Rajasthan,Coriander,Whole Year,2002,112333,122705,19.87,19.32
Rajasthan,Coriander,Whole Year,2003,241393,300090,34.96,20.01
Rajasthan,Coriander,Whole Year,2004,148334,169765,33.77,21.39
Rajasthan,Coriander,Whole Year,2005,136755,142369,30.73,20.7
Rajasthan,Coriander,Whole Year,2006,131137,155101,33.66,20.01
Rajasthan,Coriander,Whole Year,2007,212961,166127,24.51,20.7
Rajasthan,Coriander,Whole Year,2008,245198,273693,33.08,20.7
Rajasthan,Coriander,Whole Year,2009,232270,281076,34.68,21.39
Rajasthan,Coriander,Whole Year,2010,198052,219077,31.46,20.01
Rajasthan,Coriander,Whole Year,2011,268028,329649,36.18,20.7
Rajasthan,Coriander,Whole Year,2012,158879,186894,32.78,20.01
Rajasthan,Coriander,Whole Year,2013,182880,117182,20.72,20.7
Rajasthan,Coriander,Whole Year,2014,249465,198887,20.76,19.32
Rajasthan,Coriander,Whole Year,2015,212725,227203,30.89,20.01
Rajasthan,Coriander,Whole Year,2016,181721,206970,32.82,19.32
Rajasthan,Coriander,Whole Year,2017,97797,130197,38.37,20.01
Rajasthan,Coriander,Whole Year,2018,68946,89306,34.3,18.63
Rajasthan,Coriander,Whole Year,2019,60216,89341,37.4,17.94
Rajasthan,Cotton(lint),Kharif,1997,644000,173410,6.16,41.04
Rajasthan,Cotton(lint),Kharif,1998,644631,174322.288,7.99,60.48
Rajasthan,Cotton(lint),Kharif,1999,583176,196767.144,9.29,62.64
Rajasthan,Cotton(lint),Kharif,2000,510057,161072.4,8.89,64.8
Rajasthan,Cotton(lint),Kharif,2001,510146,56162.2,5.77,62.64
Rajasthan,Cotton(lint),Kharif,2002,385682,50471.8,4.67,60.48
Rajasthan,Cotton(lint),Kharif,2003,343509,141795.6,11.64,60.48
Rajasthan,Cotton(lint),Kharif,2004,437776,152924.4,9.99,62.64
Rajasthan,Cotton(lint),Kharif,2005,471562,176094.6,10.38,62.64
Rajasthan,Cotton(lint),Kharif,2006,349602,149299.08,11.72,60.48
Rajasthan,Cotton(lint),Kharif,2007,369178,172373.376,12.44,58.32
Rajasthan,Cotton(lint),Kharif,2008,302685,145146.624,13.37,62.64
Rajasthan,Cotton(lint),Kharif,2009,444434,180544.224,12.12,69.12
Rajasthan,Cotton(lint),Kharif,2010,335871,171331.44,16.63,69.12
Rajasthan,Cotton(lint),Kharif,2011,567576,346013.304,19.76,71.28
Rajasthan,Cotton(lint),Kharif,2012,540644,305462.472,18.15,71.28
Rajasthan,Cotton(lint),Kharif,2013,393088,257234.712,21.76,69.12
Rajasthan,Cotton(lint),Kharif,2014,486553,305342.52,20.68,69.12
Rajasthan,Cotton(lint),Kharif,2015,447649,242782.848,17.31,66.96
Rajasthan,Cotton(lint),Kharif,2016,471167,312053.4,18.89,64.8
Rajasthan,Cotton(lint),Kharif,2017,584230,378585.28,19.87,66.96
Rajasthan,Cotton(lint),Kharif,2018,629244,408598.442,19.23,64.8
Rajasthan,Cotton(lint),Kharif,2019,760500,557529,17.02,58.32
Rajasthan,Dry chillies,Whole Year,1998,33910,49861,38.04,48.98
Rajasthan,Dry chillies,Whole Year,1999,38003,44548,36.65,48.98
Rajasthan,Dry chillies,Whole Year,2000,31340,33604,33.76,50.56
Rajasthan,Dry chillies,Whole Year,2001,32694,39996,38.18,50.56
Rajasthan,Dry chillies,Whole Year,2002,20248,15003,25.79,47.4
Rajasthan,Dry chillies,Whole Year,2003,27145,31373,34.99,50.56
Rajasthan,Dry chillies,Whole Year,2004,28016,32493,32.03,50.56
Rajasthan,Dry chillies,Whole Year,2005,19247,22672,41.99,47.4
Rajasthan,Dry chillies,Whole Year,2006,18374,16176,29.68,47.4
Rajasthan,Dry chillies,Whole Year,2007,22089,30152,35.79,48.98
Rajasthan,Dry chillies,Whole Year,2008,16866,22489,40.47,50.56
Rajasthan,Dry chillies,Whole Year,2009,14375,13649,27.9,48.98
Rajasthan,Dry chillies,Whole Year,2010,13839,14865,32.99,50.56
Rajasthan,Dry chillies,Whole Year,2011,12722,18844,35.55,48.98
Rajasthan,Dry chillies,Whole Year,2012,10576,16645,40.16,45.82
Rajasthan,Dry chillies,Whole Year,2013,8831,11456,37.49,47.4
Rajasthan,Dry chillies,Whole Year,2014,9749,12920,33.34,47.4
Rajasthan,Dry chillies,Whole Year,2015,12317,18217,69.92,48.98
Rajasthan,Dry chillies,Whole Year,2016,11128,18781,45.62,47.4
Rajasthan,Dry chillies,Whole Year,2017,7965,13282,45.25,44.24
Rajasthan,Dry chillies,Whole Year,2018,8475,14356,49.76,45.82
Rajasthan,Dry chillies,Whole Year,2019,10115,20033,36.58,47.4
Rajasthan,Garlic,Whole Year,1998,11395,33544,66.9,117.16
Rajasthan,Garlic,Whole Year,1999,18352,56844,70.57,117.16
Rajasthan,Garlic,Whole Year,2000,11499,27952,72.44,117.16
Rajasthan,Garlic,Whole Year,2001,15067,44085,61.69,109.08
Rajasthan,Garlic,Whole Year,2002,20907,75303,77.54,121.2
Rajasthan,Garlic,Whole Year,2003,22533,122895,80.68,117.16
Rajasthan,Garlic,Whole Year,2004,20604,89645,68.07,117.16
Rajasthan,Garlic,Whole Year,2005,13441,48203,60.67,109.08
Rajasthan,Garlic,Whole Year,2006,18162,96875,81.82,105.04
Rajasthan,Garlic,Whole Year,2007,35570,196861,74.24,109.08
Rajasthan,Garlic,Whole Year,2008,24132,122038,62.58,109.08
Rajasthan,Garlic,Whole Year,2009,24692,98411,64.5,96.96
Rajasthan,Garlic,Whole Year,2010,31459,186441,78.65,105.04
Rajasthan,Garlic,Whole Year,2011,60221,238463,91.13,121.2
Rajasthan,Garlic,Whole Year,2012,43600,184854,76.62,105.04
Rajasthan,Garlic,Whole Year,2013,45015,218217,78.27,96.96
Rajasthan,Garlic,Whole Year,2015,69123,377486,106.65,109.08
Rajasthan,Garlic,Whole Year,2016,107976,727496,152.36,121.2
Rajasthan,Garlic,Whole Year,2017,112888,582083,101.16,105.04
Rajasthan,Garlic,Whole Year,2018,74822,452276,145.56,113.12
Rajasthan,Garlic,Whole Year,2019,68012,416299,128.26,101
Rajasthan,Ginger,Kharif,1999,327,1125,9.42,13.68
Rajasthan,Ginger,Kharif,2000,361,981,5.45,27.36
Rajasthan,Ginger,Kharif,2001,261,1102,12.81,34.2
Rajasthan,Ginger,Kharif,2002,181,640,10.05,20.52
Rajasthan,Ginger,Kharif,2003,135,583,15.09,34.2
Rajasthan,Ginger,Kharif,2004,86,174,11.77,20.52
Rajasthan,Ginger,Kharif,2005,105,209,6.16,20.52
Rajasthan,Ginger,Kharif,2006,148,177,10.5,27.36
Rajasthan,Ginger,Kharif,2007,129,261,4.18,13.68
Rajasthan,Ginger,Kharif,2008,161,362,9.95,27.36
Rajasthan,Ginger,Kharif,2009,167,472,10.75,20.52
Rajasthan,Ginger,Kharif,2010,210,459,8.99,20.52
Rajasthan,Ginger,Kharif,2011,21,62,6.34,13.68
Rajasthan,Ginger,Kharif,2012,164,316,9.5,27.36
Rajasthan,Ginger,Kharif,2013,122,246,8.47,20.52
Rajasthan,Ginger,Kharif,2014,119,230,11.5,27.36
Rajasthan,Ginger,Whole Year,1998,299,415,1.39,6.84
Rajasthan,Ginger,Whole Year,2015,129,289,9.59,20.52
Rajasthan,Ginger,Whole Year,2016,110,266,12.35,34.2
Rajasthan,Ginger,Whole Year,2017,113,269,9.5,20.52
Rajasthan,Ginger,Whole Year,2018,138,461,10.52,27.36
Rajasthan,Ginger,Whole Year,2019,107,373,8.4,20.52
Rajasthan,Gram,Rabi,1997,2214000,1924500,28.86,28.48
Rajasthan,Gram,Rabi,1998,2815730,2073813,27.26,28.48
Rajasthan,Gram,Rabi,1999,975347,677876,23.49,28.48
Rajasthan,Gram,Rabi,2000,672644,396620,20.18,28.48
Rajasthan,Gram,Rabi,2001,969625,735528,27.12,28.48
Rajasthan,Gram,Rabi,2002,449680,340620,26.26,28.48
Rajasthan,Gram,Rabi,2003,1117506,707192,25.25,28.48
Rajasthan,Gram,Rabi,2004,1036792,773942,27.8,28.48
Rajasthan,Gram,Rabi,2005,1081932,478932,22.47,28.48
Rajasthan,Gram,Rabi,2006,1010754,872559,31.86,28.48
Rajasthan,Gram,Rabi,2007,1231282,574166,24.14,28.48
Rajasthan,Gram,Rabi,2008,1259428,981135,30.12,29.37
Rajasthan,Gram,Rabi,2009,884680,534629,26.69,28.48
Rajasthan,Gram,Rabi,2010,1783281,1600718,33.7,29.37
Rajasthan,Gram,Rabi,2011,1433954,990010,32.19,29.37
Rajasthan,Gram,Rabi,2012,1252908,1277303,36.06,29.37
Rajasthan,Gram,Rabi,2013,1923501,1640706,35.45,29.37
Rajasthan,Gram,Rabi,2014,1256323,911085,29.99,29.37
Rajasthan,Gram,Rabi,2015,941958,840341,32.71,29.37
Rajasthan,Gram,Rabi,2016,1547908,1409387,38.13,29.37
Rajasthan,Gram,Rabi,2017,1572576,1688262,39.02,29.37
Rajasthan,Gram,Rabi,2018,1596681,1839944,42.54,29.37
Rajasthan,Gram,Rabi,2019,2463029,2658242,43.64,29.37
Rajasthan,Groundnut,Kharif,1997,321500,368600,32.52,39.6
Rajasthan,Groundnut,Kharif,1998,331875,362011,30.88,40.92
Rajasthan,Groundnut,Kharif,1999,274691,265237,29.85,40.92
Rajasthan,Groundnut,Kharif,2000,195739,180762,25.45,39.6
Rajasthan,Groundnut,Kharif,2001,242627,297641,38.24,42.24
Rajasthan,Groundnut,Kharif,2002,241832,166050,19.66,42.24
Rajasthan,Groundnut,Kharif,2003,212040,331881,45.91,42.24
Rajasthan,Groundnut,Kharif,2004,290032,449540,43.77,42.24
Rajasthan,Groundnut,Kharif,2005,320765,496075,44.51,42.24
Rajasthan,Groundnut,Kharif,2006,306037,399509,37.69,42.24
Rajasthan,Groundnut,Kharif,2007,279423,481645,49.53,42.24
Rajasthan,Groundnut,Kharif,2008,324209,540300,48.81,43.56
Rajasthan,Groundnut,Kharif,2009,334590,354458,34.09,42.24
Rajasthan,Groundnut,Kharif,2010,349331,686817,58.96,43.56
Rajasthan,Groundnut,Kharif,2011,418110,805265,54.97,43.56
Rajasthan,Groundnut,Kharif,2012,402252,623729,48.38,43.56
Rajasthan,Groundnut,Kharif,2013,466313,907383,55.83,43.56
Rajasthan,Groundnut,Kharif,2014,504519,1017520,57.72,43.56
Rajasthan,Groundnut,Kharif,2015,520824,1054745,55.37,43.56
Rajasthan,Groundnut,Kharif,2016,561088,1147788,57.5,43.56
Rajasthan,Groundnut,Kharif,2017,628516,1262214,54.8,42.24
Rajasthan,Groundnut,Kharif,2018,673366,1382866,61.62,43.56
Rajasthan,Groundnut,Kharif,2019,739022,1623352,65.6,43.56
Rajasthan,Guar seed,Whole Year,1999,2648486,231572,42.28,26.4
Rajasthan,Guar seed,Whole Year,2000,3056272,481219,6.67,26.4
Rajasthan,Guar seed,Whole Year,2001,2409948,823366,21.88,25.52
Rajasthan,Guar seed,Whole Year,2002,551382,27852,2.81,24.64
Rajasthan,Guar seed,Whole Year,2004,1944348,338351,16.91,26.4
Rajasthan,Guar seed,Whole Year,2005,2444648,593223,15.96,26.4
Rajasthan,Guar seed,Whole Year,2006,2804912,658426,16.82,25.52
Rajasthan,Guar seed,Whole Year,2007,2909720,1243732,21.27,25.52
Rajasthan,Guar seed,Whole Year,2008,3318184,1261067,17.34,26.4
Rajasthan,Guar seed,Whole Year,2009,2586755,201125,8.83,25.52
Rajasthan,Guar seed,Whole Year,2010,2980946,1540544,20.01,26.4
Rajasthan,Guar seed,Whole Year,2011,3095869,1847713,22.45,26.4
Rajasthan,Guar seed,Whole Year,2012,4533270,2026671,20.39,28.16
Rajasthan,Guar seed,Whole Year,2013,5070918,2861942,23.55,29.04
Rajasthan,Guar seed,Whole Year,2014,4630851,2747783,23.81,29.04
Rajasthan,Guar seed,Whole Year,2015,4786781,2223474,18.48,28.16
Rajasthan,Guar seed,Whole Year,2016,3530128,1404856,22.05,29.04
Rajasthan,Guar seed,Whole Year,2017,3432392,1265141,18.82,29.04
Rajasthan,Guar seed,Whole Year,2018,3087866,1031473,22.09,29.04
Rajasthan,Guar seed,Whole Year,2019,2841371,1284870,21.74,26.4
Rajasthan,Jowar,Kharif,1997,559000,267300,16.56,30.24
Rajasthan,Jowar,Kharif,1998,535226,153760,12.61,33.48
Rajasthan,Jowar,Kharif,1999,555944,173226,13.38,33.48
Rajasthan,Jowar,Kharif,2000,673962,134525,8.51,34.56
Rajasthan,Jowar,Kharif,2001,614653,254398,15.64,34.56
Rajasthan,Jowar,Kharif,2002,523116,68484,5.7,33.48
Rajasthan,Jowar,Kharif,2003,738917,527422,25.77,34.56
Rajasthan,Jowar,Kharif,2004,568620,263900,20.11,34.56
Rajasthan,Jowar,Kharif,2005,592077,169732,15.06,33.48
